Object_Id	Text_Value
1355002	BusinessEntity
1355031	Date and time the record was last updated.
1355031	ModifiedDate
1355003	Cross-reference table mapping customers, vendors, and employees to their addresses.
1355003	BusinessEntityAddress
1355004	Cross-reference table mapping stores, vendors, and employees to people
1355004	BusinessEntityContact
1355005	Telephone number and type of a person.
1355005	PersonPhone
1355032	Kind of phone number. Foreign key to PhoneNumberType.PhoneNumberTypeID.
1355032	PhoneNumberTypeID
1355033	Telephone number identification number.
1355033	PhoneNumber
1355034	Primary key for telephone number type records.
1355034	PhoneNumberTypeID
1355102	TelephoneNumber
1355035	Password for the e-mail account.
1355035	PasswordHash
1355036	0 = StateProvinceCode exists. 1 = StateProvinceCode unavailable, using CountryRegionCode.
1355036	IsOnlyStateProvinceFlag
1355103	CountryRegion
1355014	Joins StateProvince table with CountryRegion table.
1355014	vStateProvinceCountryRegion
1355037	Primary key for StateProvince records.
1355037	StateProvinceID
1355038	Primary key. Foreign key to Person.BusinessEntityID.
1355038	PersonID
1355006	Human beings involved with AdventureWorks: employees, customer contacts, and vendor contacts.
1355006	Person
1355039	First street address line.
1355039	AddressLine1
1355104	EMailAddress
1355040	ISO standard country or region code. Foreign key to CountryRegion.CountryRegionCode. 
1355040	CountryRegionCode
1355007	Where to send a person email.
1355007	EmailAddress
1355041	First name of the person.
1355041	FirstName
1354995	AdventureWorks
1355042	ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.
1355042	rowguid
1355043	Country or region name.
1355043	Name
1355105	rowguid
1355044	Date and time the record was last updated.
1355044	ModifiedDate
1355045	Primary key for AddressType records.
1355045	AddressTypeID
1355046	ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.
1355046	rowguid
1354996	Person
1355047	Primary key for Address records.
1355047	AddressID
1355008	State and province lookup table.
1355008	StateProvince
1355048	Address type description. For example, Billing, Home, or Shipping.
1355048	Name
1355049	Latitude and longitude of this address.
1355049	SpatialLocation
1355050	Date and time the record was last updated.
1355050	ModifiedDate
1355051	Date and time the record was last updated.
1355051	ModifiedDate
1355009	Lookup table containing the types of business entity contacts.
1355009	ContactType
1355052	Name of the city.
1355052	City
1355053	0 = The data in FirstName and LastName are stored in western style (first name, last name) order.  1 = Eastern style (last name, first name) order.
1355053	NameStyle
1355054	ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.
1355054	rowguid
1355106	StateProvince
1355055	0 = Contact does not wish to receive e-mail promotions, 1 = Contact does wish to receive e-mail promotions from AdventureWorks, 2 = Contact does wish to receive e-mail promotions from AdventureWorks and selected partners. 
1355055	EmailPromotion
1355107	EMailSpecialInstructions
1355056	Date and time the record was last updated.
1355056	ModifiedDate
1355015	Displays the contact name and content from each element in the xml column AdditionalContactInfo for that person.
1355015	vAdditionalContactInfo
1355057	Primary key. Foreign key to Address.AddressID.
1355057	AddressID
1355108	PostalCode
1355058	ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.
1355058	rowguid
1355010	Lookup table containing the ISO standard codes for countries and regions.
1355010	CountryRegion
1355059	Primary key. Foreign key to AddressType.AddressTypeID.
1355059	AddressTypeID
1355060	State or province description.
1355060	Name
1355011	Types of addresses stored in the Address table. 
1355011	AddressType
1355061	Primary key for Person records.
1355061	BusinessEntityID
1355109	BusinessEntityID
1355062	Date and time the record was last updated.
1355062	ModifiedDate
1355110	TerritoryID
1355063	Primary key. Foreign key to BusinessEntity.BusinessEntityID.
1355063	BusinessEntityID
1355111	ModifiedDate
1355064	BusinessEntityID
1355065	Personal information such as hobbies, and income collected from online shoppers. Used for sales analysis.
1355065	Demographics
1355066	Primary type of person: SC = Store Contact, IN = Individual (retail) customer, SP = Sales person, EM = Employee (non-sales), VC = Vendor contact, GC = General contact
1355066	PersonType
1355067	ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.
1355067	rowguid
1355112	EMailTelephoneNumber
1355113	HomeAddressSpecialInstructions
1355068	A courtesy title. For example, Mr. or Ms.
1355068	Title
1355114	LastName
1355069	Unique identification number for the state or province. Foreign key to StateProvince table.
1355069	StateProvinceID
1355070	Primary key. Foreign key to BusinessEntity.BusinessEntityID.
1355070	BusinessEntityID
1355071	Primary key. Person associated with this email address.  Foreign key to Person.BusinessEntityID
1355071	BusinessEntityID
1355072	ISO standard state or province code.
1355072	StateProvinceCode
1355073	Additional contact information about the person stored in xml format. 
1355073	AdditionalContactInfo
1355074	Primary key for all customers, vendors, and employees.
1355074	BusinessEntityID
1355115	TelephoneSpecialInstructions
1355075	Random value concatenated with the password string before the password is hashed.
1355075	PasswordSalt
1355076	ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.
1355076	rowguid
1355077	Surname suffix. For example, Sr. or Jr.
1355077	Suffix
1355078	Date and time the record was last updated.
1355078	ModifiedDate
1355116	CountryRegionCode
1355079	Date and time the record was last updated.
1355079	ModifiedDate
1355080	Primary key for ContactType records.
1355080	ContactTypeID
1355081	Middle name or middle initial of the person.
1355081	MiddleName
1355082	ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.
1355082	rowguid
1355083	Date and time the record was last updated.
1355083	ModifiedDate
1355084	Date and time the record was last updated.
1355084	ModifiedDate
1355085	ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.
1355085	rowguid
1355086	ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.
1355086	rowguid
1355087	Contact type description.
1355087	Name
1355117	Street
1355118	CountryRegionName
1355088	Name of the telephone number type
1355088	Name
1355089	Primary key.  Foreign key to ContactType.ContactTypeID.
1355089	ContactTypeID
1355119	IsOnlyStateProvinceFlag
1355090	ISO standard code for countries and regions.
1355090	CountryRegionCode
1355091	Business entity identification number. Foreign key to Person.BusinessEntityID.
1355091	BusinessEntityID
1355120	FirstName
1355121	StateProvinceName
1355092	Second street address line.
1355092	AddressLine2
1355093	E-mail address for the person.
1355093	EmailAddress
1355012	Type of phone number of a person.
1355012	PhoneNumberType
1355094	Date and time the record was last updated.
1355094	ModifiedDate
1355095	Date and time the record was last updated.
1355095	ModifiedDate
1355122	City
1355096	Postal code for the street address.
1355096	PostalCode
1355097	Date and time the record was last updated.
1355097	ModifiedDate
1355013	Street address information for customers, employees, and vendors.
1355013	Address
1355123	MiddleName
1355098	Primary key. ID of this email address.
1355098	EmailAddressID
1355099	Last name of the person.
1355099	LastName
1355100	ID of the territory in which the state or province is located. Foreign key to SalesTerritory.SalesTerritoryID.
1355100	TerritoryID
1355124	StateProvinceID
1355125	AdventureWorks
1355126	Production
1355127	Purchasing
1355136	Items required to make bicycles and bicycle subassemblies. It identifies the heirarchical relationship between a parent product and its components.
1355136	BillOfMaterials
1355137	Lookup table containing the languages in which some AdventureWorks data is stored.
1355137	Culture
1355138	Product maintenance documents.
1355138	Document
1355139	Bicycle assembly diagrams.
1355139	Illustration
1355140	Product inventory and manufacturing locations.
1355140	Location
1355141	Products sold or used in the manfacturing of sold products.
1355141	Product
1355142	High-level product categorization.
1355142	ProductCategory
1355143	Changes in the cost of a product over time.
1355143	ProductCostHistory
1355144	Product descriptions in several languages.
1355144	ProductDescription
1355145	Cross-reference table mapping products to related product documents.
1355145	ProductDocument
1355146	Product inventory information.
1355146	ProductInventory
1355147	Changes in the list price of a product over time.
1355147	ProductListPriceHistory
1355148	Product model classification.
1355148	ProductModel
1355149	Cross-reference table mapping product models and illustrations.
1355149	ProductModelIllustration
1355150	Cross-reference table mapping product descriptions and the language the description is written in.
1355150	ProductModelProductDescriptionCulture
1355151	Product images.
1355151	ProductPhoto
1355152	Cross-reference table mapping products and product photos.
1355152	ProductProductPhoto
1355153	Customer reviews of products they have purchased.
1355153	ProductReview
1355154	Product subcategories. See ProductCategory table.
1355154	ProductSubcategory
1355155	Manufacturing failure reasons lookup table.
1355155	ScrapReason
1355156	Record of each purchase order, sales order, or work order transaction year to date.
1355156	TransactionHistory
1355157	Transactions for previous years.
1355157	TransactionHistoryArchive
1355158	Unit of measure lookup table.
1355158	UnitMeasure
1355159	Manufacturing work orders.
1355159	WorkOrder
1355160	Work order details.
1355160	WorkOrderRouting
1355161	Cross-reference table mapping vendors with the products they supply.
1355161	ProductVendor
1355162	Individual products associated with a specific purchase order. See PurchaseOrderHeader.
1355162	PurchaseOrderDetail
1355163	General purchase order information. See PurchaseOrderDetail.
1355163	PurchaseOrderHeader
1355164	Shipping company lookup table.
1355164	ShipMethod
1355165	Companies from whom Adventure Works Cycles purchases parts or other goods.
1355165	Vendor
1355206	Primary key for WorkOrder records.
1355206	WorkOrderID
1355207	Primary key. Foreign key to WorkOrder.WorkOrderID.
1355207	WorkOrderID
1355208	Unit of measure for Weight column.
1355208	WeightUnitMeasureCode
1355209	Product weight.
1355209	Weight
1355210	Vendor with whom the purchase order is placed. Foreign key to Vendor.BusinessEntityID.
1355210	VendorID
1355211	Vendor's selling price of a single product.
1355211	UnitPrice
1355212	Primary key.
1355212	UnitMeasureCode
1355213	The product's unit of measure.
1355213	UnitMeasureCode
1355214	Standard code identifying the unit of measure for the quantity.
1355214	UnitMeasureCode
1355215	W = WorkOrder, S = SalesOrder, P = PurchaseOrder
1355215	TransactionType
1355216	W = Work Order, S = Sales Order, P = Purchase Order
1355216	TransactionType
1355217	Primary key for TransactionHistoryArchive records.
1355217	TransactionID
1355218	Primary key for TransactionHistory records.
1355218	TransactionID
1355219	Date and time of the transaction.
1355219	TransactionDate
1355220	Date and time of the transaction.
1355220	TransactionDate
1355221	Total due to vendor. Computed as Subtotal + TaxAmt + Freight.
1355221	TotalDue
1355222	Title of the document.
1355222	Title
1355223	Small image file name.
1355223	ThumbnailPhotoFileName
1355224	Small image of the product.
1355224	ThumbNailPhoto
1355225	Tax amount.
1355225	TaxAmt
1355226	Purchase order subtotal. Computed as SUM(PurchaseOrderDetail.LineTotal)for the appropriate PurchaseOrderID.
1355226	SubTotal
1355227	W = Womens, M = Mens, U = Universal
1355227	Style
1355228	Quantity accepted into inventory. Computed as ReceivedQty - RejectedQty.
1355228	StockedQty
1355229	Quantity built and put in inventory.
